Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RNA strand annealing activity (GO:0033592)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	DDX3X;FMR1
7S RNA binding (GO:0008312)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	SRP72;SRP68
solute:proton antiporter activity (GO:0015299)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	CLCN5;CLCN4
annealing activity (GO:0097617)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	DDX3X;FMR1
bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
diphosphoinositol-polyphosphate diphosphatase activity (GO:0008486)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
endopolyphosphatase activity (GO:0000298)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
fibroblast growth factor-activated receptor activity (GO:0005007)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	FGFR2;FGFRL1
histone demethylase activity (H3-K27 specific) (GO:0071558)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	KDM6A;PHF8
phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	MTMR1;MTM1
phosphatidylserine flippase activity (GO:0140346)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	ATP11C;ATP11A
protein-arginine omega-N monomethyltransferase activity (GO:0035241)	2/5	0.03626016100675292	0.7294691214299704	0	0	9.714953271028037	32.22484617608352	PRMT6;PRMT8
C2H2 zinc finger domain binding (GO:0070742)	3/12	0.037674287015701115	0.7362632091068447	0	0	4.859703819173811	15.933887340930882	SRRM2;ZXDA;GATA1
potassium channel regulator activity (GO:0015459)	7/50	0.0397058383517494	0.7544109286832386	0	0	2.3764387148389914	7.66700213469677	DPP10;KCNIP1;KCNMB1;KCNIP4;WNK3;FLNA;LRRC55
N-acetyltransferase activity (GO:0008080)	4/21	0.042340414658518864	0.7827255034169434	0	0	3.4315866752317152	10.850722431912303	ESCO1;NAA10;SATL1;SAT1
chloride channel activity (GO:0005254)	8/64	0.05184511658181638	0.7836829968432081	0	0	2.0856248602727474	6.172395370434674	GABRQ;GLRA2;CLCN5;CLCN4;TTYH2;GABRA3;CLIC2;GABRE
transcription coregulator binding (GO:0001221)	7/53	0.052010666544189	0.7836829968432081	0	0	2.221096644797226	6.566242349495226	PER2;AR;PER3;USP11;NEK6;RORA;HDAC6
vasopressin receptor activity (GO:0005000)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	AVPR1B;AVPR2
diphosphotransferase activity (GO:0016778)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	PRPS2;PRPS1
G-quadruplex RNA binding (GO:0002151)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	FMR1;AFF2
myosin light chain binding (GO:0032027)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	MYH8;CXCR4
phosphatidylethanolamine flippase activity (GO:0090555)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	ATP11C;ATP11A
purine nucleobase transmembrane transporter activity (GO:0005345)	2/6	0.0521012760491171	0.7836829968432081	0	0	7.285825545171339	21.526451258973715	SLC25A5;SLC28A1
arylsulfatase activity (GO:0004065)	3/14	0.056668728266823995	0.7836829968432081	0	0	3.975696166654857	11.412366050760287	ARSH;ARSF;ARSD
inhibitory extracellular ligand-gated ion channel activity (GO:0005237)	3/14	0.056668728266823995	0.7836829968432081	0	0	3.975696166654857	11.412366050760287	GLRA2;GABRA3;GABRE
phospholipase binding (GO:0043274)	3/14	0.056668728266823995	0.7836829968432081	0	0	3.975696166654857	11.412366050760287	WAS;BTK;ARHGAP6
calmodulin-dependent protein kinase activity (GO:0004683)	4/24	0.06464744112472938	0.7836829968432081	0	0	2.916380655226209	7.987403038640783	PNCK;PHKA1;PHKA2;CAMK1G
copper ion binding (GO:0005507)	6/45	0.06677009983199088	0.7836829968432081	0	0	2.2445913461538463	6.074986267264073	CUTA;HEPH;ALB;ATP7A;PRND;SOD1
sodium-independent organic anion transmembrane transporter activity (GO:0015347)	3/15	0.06755921620490374	0.7836829968432081	0	0	3.6441932969602493	9.820192760709281	SLC22A6;SLCO3A1;SLCO2A1
Lys48-specific deubiquitinase activity (GO:1990380)	3/15	0.06755921620490374	0.7836829968432081	0	0	3.6441932969602493	9.820192760709281	OTUD5;USP27X;USP9X
nucleotide diphosphatase activity (GO:0004551)	3/15	0.06755921620490374	0.7836829968432081	0	0	3.6441932969602493	9.820192760709281	NUDT11;NUDT10;FHIT
phosphatidylinositol-3-phosphatase activity (GO:0004438)	3/15	0.06755921620490374	0.7836829968432081	0	0	3.6441932969602493	9.820192760709281	MTMR1;MTMR8;MTM1
ribosomal protein S6 kinase activity (GO:0004711)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	RPS6KA3;RPS6KA6
3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	PDE1B;PDE1A
aminophospholipid flippase activity (GO:0015247)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	ATP11C;ATP11A
ferroxidase activity (GO:0004322)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	HEPH;FTHL17
histone-arginine N-methyltransferase activity (GO:0008469)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	PRMT6;PRMT8
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	ALPL;ACYP2
oxidoreductase activity, acting on metal ions, oxygen as acceptor (GO:0016724)	2/7	0.06988985790560774	0.7836829968432081	0	0	5.828348909657321	15.508273224242231	HEPH;FTHL17
endopeptidase regulator activity (GO:0061135)	6/46	0.072809859268352	0.8032571570895608	0	0	2.188359375	5.733291268689646	ITIH4;PCSK1N;ADRM1;SPINT2;CST7;RENBP
DNA-binding transcription factor binding (GO:0140297)	19/208	0.07774544853647901	0.839067061155245	0	0	1.4698512922664462	3.7544635995247893	HDAC4;TLE1;ZMYND8;NEK6;PASD1;WWP2;FOXO4;RBPJ;ELK1;GATA1;HCFC1;AR;TFDP3;PRDM16;MAGEA2;TP53BP1;GABPA;TP73;TAF1
thiol-dependent deubiquitinase (GO:0004843)	11/106	0.07850919870458432	0.839067061155245	0	0	1.690889576883385	4.302535284884248	OTUD5;ATXN3L;USP26;USP27X;USP4;USP9X;USP11;USP9Y;OTUD6A;USP51;BRCC3
siRNA binding (GO:0035197)	2/8	0.0893103794876527	0.8760162574415892	0	0	4.8566978193146415	11.732021699966667	FMR1;TLR7
solute:cation antiporter activity (GO:0015298)	2/8	0.0893103794876527	0.8760162574415892	0	0	4.8566978193146415	11.732021699966667	CLCN5;CLCN4
phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	3/17	0.09189478050953498	0.8760162574415892	0	0	3.12326021601158	7.455568962920966	MTMR1;MTMR8;MTM1
acyl-CoA hydrolase activity (GO:0047617)	3/18	0.10523283185946546	0.8760162574415892	0	0	2.9148869836321123	6.563101052278995	ACOT9;THEM4;ABCD1
ligand-gated anion channel activity (GO:0099095)	3/18	0.10523283185946546	0.8760162574415892	0	0	2.9148869836321123	6.563101052278995	GLRA2;GABRA3;GABRE
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	3/18	0.10523283185946546	0.8760162574415892	0	0	2.9148869836321123	6.563101052278995	ALOX5;ALOX15;PIR
deubiquitinase activity (GO:0101005)	11/112	0.10562942192572981	0.8760162574415892	0	0	1.589928169287517	3.573869681982652	OTUD5;ATXN3L;USP26;USP27X;USP4;USP9X;USP11;USP9Y;OTUD6A;USP51;BRCC3
polyubiquitin modification-dependent protein binding (GO:0031593)	6/51	0.10748010860664525	0.8760162574415892	0	0	1.9446875	4.337527232380572	TNIP2;IKBKG;BRCC3;UBQLN4;HDAC6;UBQLN2
guanylate kinase activity (GO:0004385)	2/9	0.11007978543277297	0.8760162574415892	0	0	4.162661326212728	9.185119741575182	MPP1;CASK
interleukin-1 binding (GO:0019966)	2/9	0.11007978543277297	0.8760162574415892	0	0	4.162661326212728	9.185119741575182	HAX1;IL1RAPL1
magnesium ion transmembrane transporter activity (GO:0015095)	2/9	0.11007978543277297	0.8760162574415892	0	0	4.162661326212728	9.185119741575182	MMGT1;MAGT1
omega peptidase activity (GO:0008242)	11/113	0.110621879548236	0.8760162574415892	0	0	1.5742560553633218	3.4659409827292067	OTUD5;ATXN3L;USP26;USP27X;USP4;USP9X;USP11;USP9Y;OTUD6A;USP51;BRCC3
kinesin binding (GO:0019894)	4/29	0.11271130480748745	0.8760162574415892	0	0	2.332480499219969	5.09163128622494	ARHGEF10;NEK6;CROCC;KIF1B
acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)	8/76	0.1143375934378631	0.8760162574415892	0	0	1.7164687471232625	3.7223338860601505	PORCN;ESCO1;AWAT1;NAA10;ZDHHC9;AWAT2;DGAT2L6;ZDHHC15
calcium activated cation channel activity (GO:0005227)	3/19	0.11927468435727494	0.8760162574415892	0	0	2.732560405300078	5.810314711628425	KCNMB1;ANO10;TRPM5
GABA-A receptor activity (GO:0004890)	3/19	0.11927468435727494	0.8760162574415892	0	0	2.732560405300078	5.810314711628425	GABRQ;GABRA3;GABRE
histone deacetylase activity (GO:0004407)	3/19	0.11927468435727494	0.8760162574415892	0	0	2.732560405300078	5.810314711628425	HDAC4;HDAC8;HDAC6
ligand-gated calcium channel activity (GO:0099604)	3/19	0.11927468435727494	0.8760162574415892	0	0	2.732560405300078	5.810314711628425	GRIN2A;RASA3;TRPM5
O-acyltransferase activity (GO:0008374)	4/30	0.1238040867605144	0.8760162574415892	0	0	2.2426497059882395	4.685018375862853	AWAT1;AWAT2;MBOAT2;DGAT2L6
benzodiazepine receptor activity (GO:0008503)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	GABRA3;GABRE
voltage-gated chloride channel activity (GO:0005247)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	CLCN5;CLCN4
high voltage-gated calcium channel activity (GO:0008331)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	CACNA1C;CACNA1F
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	SUV39H1;PRDM16
Lys63-specific deubiquitinase activity (GO:0061578)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	OTUD5;USP27X
monocarboxylate:sodium symporter activity (GO:0140161)	2/10	0.13194462595062934	0.8760162574415892	0	0	3.6421339563862927	7.376679576546398	SLC10A3;SLC6A12
antiporter activity (GO:0015297)	3/20	0.13396080473835262	0.8760162574415892	0	0	2.571684012654165	5.16961983684064	SLC25A16;CLCN4;SLC25A14
alpha-tubulin binding (GO:0043014)	4/31	0.13533816193389261	0.8760162574415892	0	0	2.15947304558849	4.318900157825973	BEX4;OFD1;EFHC2;HDAC6
amyloid-beta binding (GO:0001540)	8/80	0.14150516475095304	0.8760162574415892	0	0	1.6207616066770996	3.169268141558886	GRIN2A;PGRMC1;FZD5;VBP1;APBB2;SORL1;ITM2A;GRIA3
anion channel activity (GO:0005253)	7/68	0.14586120883679968	0.8760162574415892	0	0	1.6735795126828081	3.221807474374242	GABRQ;GLRA2;CLCN5;CLCN4;GABRA3;CLIC2;GABRE
acetyltransferase activity (GO:0016407)	4/32	0.147288212806859	0.8760162574415892	0	0	2.0822375752172944	3.9882428501926173	ESCO1;NAA10;SATL1;SAT1
beta-tubulin binding (GO:0048487)	4/32	0.147288212806859	0.8760162574415892	0	0	2.0822375752172944	3.9882428501926173	UXT;TBCD;FGF13;EMD
GTPase binding (GO:0051020)	17/201	0.1507012610555941	0.8760162574415892	0	0	1.3491023400829136	2.5531165555659494	RANBP1;CDKL5;ATP6AP1;WAS;CHM;OCRL;NDRG1;SORL1;FGD1;RASIP1;RNF41;SOD1;RRAGB;PLCE1;FLNA;ERC1;NOX1
3'-5'-exodeoxyribonuclease activity (GO:0008296)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	TREX2;APEX2
semaphorin receptor activity (GO:0017154)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	PLXNB3;PLXNA3
amino acid:sodium symporter activity (GO:0005283)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	SLC1A2;SLC6A12
transferrin receptor binding (GO:1990459)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	SNX1;IKBKG
extracellular ligand-gated ion channel activity (GO:0005230)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	GABRA3;GABRE
FMN binding (GO:0010181)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	POR;NOS1
outward rectifier potassium channel activity (GO:0015271)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	KCND1;KCND3
potassium:proton antiporter activity (GO:0015386)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	SLC9A6;SLC9A7
protein-arginine N-methyltransferase activity (GO:0016274)	2/11	0.15467842458301168	0.8760162574415892	0	0	3.2372793354101765	6.042080803832634	PRMT6;PRMT8
small GTPase binding (GO:0031267)	15/175	0.15681461922106235	0.8760162574415892	0	0	1.3685582218725414	2.535515419324625	RANBP1;CDKL5;ATP6AP1;WAS;CHM;OCRL;NDRG1;SORL1;FGD1;RNF41;SOD1;PLCE1;FLNA;ERC1;NOX1
single-stranded RNA binding (GO:0003727)	5/45	0.16085561705046134	0.8760162574415892	0	0	1.8222092115534738	3.329628328468623	ZCCHC13;DDX3X;FMR1;TLR8;TLR7
GABA receptor activity (GO:0016917)	3/22	0.16502449912860417	0.8760162574415892	0	0	2.3007342987242074	4.145144031654267	GABRQ;GABRA3;GABRE
voltage-gated cation channel activity (GO:0022843)	9/97	0.1710648954172851	0.8760162574415892	0	0	1.4917242115754255	2.6339557723404363	GRIN2A;CATSPER3;KCND1;KCNC1;KCND3;CACNA1C;CACNA1F;CACNA1E;LRRC55
calcium channel activity (GO:0005262)	8/84	0.17156137576075908	0.8760162574415892	0	0	1.535128902067375	2.706147027767062	TRPC5;CATSPER3;PKD1L2;CACNA1C;CACNA1F;TRPM5;PKD1;CACNA1E
RNA stem-loop binding (GO:0035613)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	DDX3X;FMR1
sodium:proton antiporter activity (GO:0015385)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	SLC9A6;SLC9A7
voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	KCNJ5;KCND3
glycerophospholipid flippase activity (GO:0140333)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	ATP11C;ATP11A
lipase activator activity (GO:0060229)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	BTK;ARHGAP6
m7G(5')pppN diphosphatase activity (GO:0050072)	2/12	0.17807926154941045	0.8760162574415892	0	0	2.9133956386292836	5.027141490726936	NUDT11;NUDT10
fibroblast growth factor receptor binding (GO:0005104)	3/23	0.1812817814486925	0.8760162574415892	0	0	2.185580670303975	3.732321912727808	FGF16;FGF6;FGF21
gamma-tubulin binding (GO:0043015)	3/23	0.1812817814486925	0.8760162574415892	0	0	2.185580670303975	3.732321912727808	OFD1;DDX3X;NDRG1
kinase activity (GO:0016301)	10/112	0.18344296177948294	0.8760162574415892	0	0	1.4300202839756593	2.4251020361685995	DGKE;CDKL5;IRAK1;GK;TRRAP;PGK1;DGKK;PKMYT1;DGKI;TAF1
Hsp90 protein binding (GO:0051879)	4/35	0.18536686117407983	0.8760162574415892	0	0	1.8804287655377183	3.1693092115134367	ERN1;MAPT;HDAC8;HDAC6
sequence-specific double-stranded DNA binding (GO:1990837)	52/712	0.18554581382272253	0.8760162574415892	0	0	1.152703698246648	1.941675724385152	FOXA1;RHOXF2;RHOXF1;SUV39H1;ELK1;ETS1;HOXA13;HOXC10;GLI2;SOX3;YY2;ZIC3;ZNF449;HOXA2;HOXA6;GABPA;HOXA4;PKNOX2;TSPYL2;ESX1;TFE3;ZBTB33;FOXP3;KLF16;POU3F4;AR;PAX7;ELF4;TGIF2LX;IRF6;HDAC4;ARX;FOXO4;GATA1;CUX1;HSF2;PRDM16;HOXC4;TBL1X;TBX1;ARNT2;CDX4;BCL11B;NONO;PER2;POLA1;PER3;SNAI2;LHX6;BCOR;TP73;VSX2
ribosome binding (GO:0043022)	5/48	0.19385423762637896	0.8760162574415892	0	0	1.6948060200061725	2.7805813862945166	YTHDF1;SRP72;NAA10;FMR1;SRP68
growth factor activity (GO:0008083)	8/87	0.19582454398329144	0.8760162574415892	0	0	1.4765951546126266	2.407641858876778	FGF6;FGF16;GDNF;IGF2;OSGIN2;F2;AMELX;FGF21
lipoprotein particle binding (GO:0071813)	3/24	0.19794383366799417	0.8760162574415892	0	0	2.081394054114241	3.3713837200554946	SCARB1;MAPT;SORL1
basic amino acid transmembrane transporter activity (GO:0015174)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	SLC38A5;SLC7A3
tRNA (guanine) methyltransferase activity (GO:0016423)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	TRMT11;FTSJ1
GABA-gated chloride ion channel activity (GO:0022851)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	GABRA3;GABRE
GDP-dissociation inhibitor activity (GO:0005092)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	RANBP1;GDI1
monovalent cation:proton antiporter activity (GO:0005451)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	SLC9A6;SLC9A7
P-type ion transporter activity (GO:0015662)	2/13	0.20196755604854807	0.8760162574415892	0	0	2.6483998867176437	4.236508133124704	ATP2B3;ATP7A
voltage-gated calcium channel activity (GO:0005245)	4/37	0.21233204095691147	0.8760162574415892	0	0	1.7662742873351298	2.73702569835265	CATSPER3;CACNA1C;CACNA1F;CACNA1E
actin monomer binding (GO:0003785)	3/25	0.21495317738395303	0.8760162574415892	0	0	1.9866789484872103	3.0541911889136673	TMSB15A;TMSB4X;TMSB15B
vitamin D receptor binding (GO:0042809)	2/14	0.22618403197787074	0.8760162574415892	0	0	2.427570093457944	3.608355505577036	MED12;MED14
metal ion:proton antiporter activity (GO:0051139)	2/14	0.22618403197787074	0.8760162574415892	0	0	2.427570093457944	3.608355505577036	SLC9A6;SLC9A7
ion gated channel activity (GO:0022839)	3/26	0.2322540790634547	0.8760162574415892	0	0	1.9001999390016606	2.774146238191449	TTYH2;ANO10;TRPM5
N-acyltransferase activity (GO:0016410)	4/39	0.24029720587270165	0.8760162574415892	0	0	1.665166035212837	2.374324888093796	ESCO1;NAA10;SATL1;SAT1
histone deacetylase binding (GO:0042826)	8/93	0.24812266082729387	0.8760162574415892	0	0	1.3719230415170762	1.9122303122341024	BEX4;HDAC4;MAGEA1;MAGEA2;BCOR;PHF6;FOXP3;HDAC6
metal ion transmembrane transporter activity (GO:0046873)	3/27	0.2497928177313229	0.8760162574415892	0	0	1.8209275136399066	2.525851225385354	MMGT1;ATP2B3;MAGT1
voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	2/15	0.2505878523861536	0.8760162574415892	0	0	2.24071411454589	3.1010266902237085	KCNJ5;KCND3
Wnt-activated receptor activity (GO:0042813)	2/15	0.2505878523861536	0.8760162574415892	0	0	2.24071411454589	3.1010266902237085	FZD5;PKD1
G protein-coupled photoreceptor activity (GO:0008020)	2/15	0.2505878523861536	0.8760162574415892	0	0	2.24071411454589	3.1010266902237085	ELOVL4;OPN1LW
heparan sulfate sulfotransferase activity (GO:0034483)	2/15	0.2505878523861536	0.8760162574415892	0	0	2.24071411454589	3.1010266902237085	HS6ST2;HS3ST2
oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	2/15	0.2505878523861536	0.8760162574415892	0	0	2.24071411454589	3.1010266902237085	AIFM1;NOX1
regulatory RNA binding (GO:0061980)	4/40	0.25458454587178	0.8760162574415892	0	0	1.6188247529901196	2.214750235196265	ZC3H10;FMR1;TLR7;RBM10
sequence-specific DNA binding (GO:0043565)	50/707	0.25999737910652937	0.8760162574415892	0	0	1.1118130366035672	1.4977052506059971	FOXA1;RHOXF2;RHOXF1;RORA;RBPJ;ELK1;HOXA13;HOXC10;GLI2;MECP2;SOX3;YY2;ZIC3;ZNF449;HOXA2;HOXA6;GABPA;HOXA4;PKNOX2;ESX1;TFE3;ZBTB33;ZFY;FOXP3;KLF16;POU3F4;PAX7;ELF4;TGIF2LX;ZNF711;MAPT;IRF6;HDAC4;ARX;FOXO4;GATA1;CUX1;HSF2;PRDM16;HOXC4;ZNF300;TBX1;ARNT2;CDX4;BCL11B;FOXF2;SNAI2;LHX6;VSX2;TAF1
iron ion binding (GO:0005506)	5/54	0.2657294899006537	0.8760162574415892	0	0	1.4868008093167009	1.9704220878884107	HEPH;ALOX5;ALOX15;FTHL17;PHF8
histone demethylase activity (GO:0032452)	3/28	0.26751789465483367	0.8760162574415892	0	0	1.7479968823070928	2.3048541846801673	KDM5C;PHF8;KDM6A
poly-purine tract binding (GO:0070717)	3/28	0.26751789465483367	0.8760162574415892	0	0	1.7479968823070928	2.3048541846801673	DDX3X;FMR1;PABPC5
voltage-gated anion channel activity (GO:0008308)	2/16	0.27505490964283463	0.8760162574415892	0	0	2.080551846906987	2.6855441374733937	CLCN5;CLCN4
CoA hydrolase activity (GO:0016289)	2/16	0.27505490964283463	0.8760162574415892	0	0	2.080551846906987	2.6855441374733937	ACOT9;ABCD1
potassium ion antiporter activity (GO:0022821)	2/16	0.27505490964283463	0.8760162574415892	0	0	2.080551846906987	2.6855441374733937	SLC9A6;SLC9A7
1,4-alpha-oligoglucan phosphorylase activity (GO:0004645)	1/5	0.28275339471159894	0.8760162574415892	0	0	3.640077821011673	4.598074077094489	PYGL
