Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
histone deacetylation (GO:0016575)	8/47	0.009531752445464892	0.9872025768171138	0	0	2.9974720115565185	13.947617022421495	HDAC4;PER2;MORF4L2;TBL1Y;MSL3;TBL1X;HDAC8;HDAC6
regulation of synapse assembly (GO:0051963)	8/47	0.009531752445464892	0.9872025768171138	0	0	2.9974720115565185	13.947617022421495	NLGN3;BHLHB9;SRPX2;SLITRK2;IL1RAPL2;IL1RAPL1;GPC4;EPHB1
cytoplasmic sequestering of transcription factor (GO:0042994)	4/14	0.010118549047221216	0.9872025768171138	0	0	5.83588143525741	26.806450247554768	PSMD10;TMSB4X;CCDC22;PKD1
heart process (GO:0003015)	4/14	0.010118549047221216	0.9872025768171138	0	0	5.83588143525741	26.806450247554768	GPX1;PPCS;SGCG;SOD1
regulation of cation transmembrane transport (GO:1904062)	6/30	0.010932241841687724	0.9872025768171138	0	0	3.650390625	16.485306021798532	DPP10;KCNIP1;SLMAP;KCNIP4;WNK3;FGF12
cytoplasmic sequestering of NF-kappaB (GO:0007253)	3/8	0.01162835927615369	0.9872025768171138	0	0	8.74933749025721	38.972247470819994	PSMD10;TMSB4X;CCDC22
forebrain neuron development (GO:0021884)	3/8	0.01162835927615369	0.9872025768171138	0	0	8.74933749025721	38.972247470819994	LHX6;ATP7A;FGFR2
negative regulation of keratinocyte proliferation (GO:0010839)	3/8	0.01162835927615369	0.9872025768171138	0	0	8.74933749025721	38.972247470819994	CASK;SNAI2;FGFR2
central nervous system neuron development (GO:0021954)	4/15	0.013106825084409893	0.9872025768171138	0	0	5.3050631116153735	22.99544425981709	LHX6;MAPT;ATP7A;B4GALT6
glucuronate metabolic process (GO:0019585)	4/15	0.013106825084409893	0.9872025768171138	0	0	5.3050631116153735	22.99544425981709	UGT1A10;UGT1A9;UGT1A7;UGT1A6
glycogen catabolic process (GO:0005980)	4/15	0.013106825084409893	0.9872025768171138	0	0	5.3050631116153735	22.99544425981709	RB1CC1;PHKA1;PYGL;PHKA2
acylglycerol biosynthetic process (GO:0046463)	5/23	0.013874104314720965	0.9872025768171138	0	0	4.054124381993234	17.342454257507043	GK;AWAT2;PNPLA3;PLCE1;DGAT2L6
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	5/23	0.013874104314720965	0.9872025768171138	0	0	4.054124381993234	17.342454257507043	DHRS7C;FKBP1B;DMD;CACNA1C;CLIC2
platelet degranulation (GO:0002576)	15/125	0.014342972731914042	0.9872025768171138	0	0	1.9959945640512124	8.471989270123021	SERPINA3;ITIH4;SERPINA1;APOOL;IGF2;SYTL4;SERPINA4;SOD1;F8;TMSB4X;LAMP2;ALB;FLNA;MAGED2;TIMP1
acylglycerol metabolic process (GO:0006639)	7/41	0.014677545632845903	0.9872025768171138	0	0	3.006944763832038	12.693626262244004	DGKE;GK;AWAT2;PNPLA3;DGAT2L6;DGKK;DGKI
cell junction organization (GO:0034330)	10/72	0.016460659853809373	0.9872025768171138	0	0	2.3576701385377694	9.682437277955806	NLGN3;NLGN4X;OPHN1;FLNA;RAB39B;SEMA3E;APBB2;MAPT;PAK3;L1CAM
negative regulation of transcription regulatory region DNA binding (GO:2000678)	4/16	0.01660255747643452	0.9872025768171138	0	0	4.862714508580344	19.928369453990424	PER2;TMSB4X;GATA1;TAF1
odontogenesis of dentin-containing tooth (GO:0042475)	4/16	0.01660255747643452	0.9872025768171138	0	0	4.862714508580344	19.928369453990424	TBX1;EDA;AMELX;GLI2
icosanoid transport (GO:0071715)	3/9	0.016617523471884336	0.9872025768171138	0	0	7.290724863600936	29.872268826589703	ABCC3;SLCO3A1;SLCO2A1
endocrine system development (GO:0035270)	5/24	0.01661871701043226	0.9872025768171138	0	0	3.84054398290809	15.735575462880265	TBX1;SOX3;TG;NR0B1;GLI2
anterior/posterior pattern specification (GO:0009952)	9/63	0.0187916816387796	0.9872025768171138	0	0	2.4353954581049333	9.679091954812938	TBX1;CDX4;ATP6AP2;HOXA3;HOXC5;HOXC4;HOXA6;HOXA4;HOXC6
lipid modification (GO:0030258)	7/43	0.01883138085082923	0.9872025768171138	0	0	2.839588219963513	11.279499237222934	DGKE;PORCN;ALOX5;ALOX15;MBOAT2;DGKK;DGKI
copper ion homeostasis (GO:0055070)	4/17	0.020628992781072955	0.9872025768171138	0	0	4.488419536781471	17.419815545678947	XIAP;CCDC22;ATP7A;PRND
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	4/17	0.020628992781072955	0.9872025768171138	0	0	4.488419536781471	17.419815545678947	FKBP1B;DMD;CACNA1C;CLIC2
branching morphogenesis of an epithelial tube (GO:0048754)	7/44	0.021189650972469973	0.9872025768171138	0	0	2.7626946727806776	10.648094885775281	CITED1;GDNF;NOTCH4;SEMA3E;PKD1;RASIP1;GLI2
regulation of potassium ion transmembrane transport (GO:1901379)	8/54	0.021270217364105767	0.9872025768171138	0	0	2.5403823909641425	9.781608849880143	DPP10;KCNJ5;KCNIP1;KCNMB1;FHL1;KCNIP4;FLNA;WWP2
genetic imprinting (GO:0071514)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	MECP2;DNMT3A;IGF2
I-kappaB phosphorylation (GO:0007252)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	PRDX4;TLR7;ERC1
lipid phosphorylation (GO:0046834)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	DGKE;DGKK;DGKI
myelin maintenance (GO:0043217)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	CXCR4;ABCD1;SOD1
negative regulation of circadian rhythm (GO:0042754)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	PER2;SUV39H1;PASD1
negative regulation of establishment of protein localization (GO:1904950)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	SNX12;WWP2;MAPT
presynaptic membrane assembly (GO:0097105)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	NLGN3;NLGN4X;IL1RAPL1
regulation of organ growth (GO:0046620)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	WWC3;DUSP9;SOD1
sequestering of actin monomers (GO:0042989)	3/10	0.022620484249024738	0.9872025768171138	0	0	6.248858701703597	23.676296988821747	TMSB15A;TMSB15B;TMSB4X
regulation of synapse organization (GO:0050807)	5/26	0.023135172535869296	0.9872025768171138	0	0	3.474406155904985	13.086007510945887	ARHGAP22;GRIPAP1;CDKL5;SLITRK2;IL1RAPL1
protein deacetylation (GO:0006476)	7/45	0.02374527169737031	0.9872025768171138	0	0	2.6898481543969384	10.061032330253058	HDAC4;MORF4L2;TBL1Y;FLNA;MSL3;TBL1X;HDAC6
regulation of cell motility (GO:2000145)	15/133	0.02395239543777445	0.9872025768171138	0	0	1.8598727813412634	6.940462971629759	BEX4;WAS;PRKX;SPINT2;AMOT;FGF6;FGF16;FRMD5;TMSB15A;TMSB4X;TMSB15B;PLXNB3;FLNA;FGF21;PLXNA3
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	4/18	0.025204571159512343	0.9872025768171138	0	0	4.167595275239581	15.339792564412257	KLHL15;FANCB;TP53BP1;UBQLN4
regulation of presynapse assembly (GO:1905606)	4/18	0.025204571159512343	0.9872025768171138	0	0	4.167595275239581	15.339792564412257	SLITRK2;IL1RAPL2;IL1RAPL1;GPC4
regulation of presynapse organization (GO:0099174)	4/18	0.025204571159512343	0.9872025768171138	0	0	4.167595275239581	15.339792564412257	SLITRK2;IL1RAPL2;IL1RAPL1;GPC4
membrane assembly (GO:0071709)	6/36	0.025880424183725055	0.9872025768171138	0	0	2.919375	10.668179865943127	NLGN3;NLGN4X;RFTN1;IL1RAPL1;STX4;TLCD1
mitochondrion disassembly (GO:0061726)	6/36	0.025880424183725055	0.9872025768171138	0	0	2.919375	10.668179865943127	FUNDC2;MAP1LC3A;FUNDC1;RB1CC1;WDR45;ATG5
regulation of double-strand break repair via homologous recombination (GO:0010569)	7/46	0.026505065151142128	0.9872025768171138	0	0	2.6207373549046733	9.51437580493597	KLHL15;FIGNL1;WAS;USP51;TP53BP1;FANCB;UBQLN4
positive regulation of cell junction assembly (GO:1901890)	8/57	0.02856155770522177	0.9872025768171138	0	0	2.3844655232985215	8.478428804186862	NLGN3;ACE2;SFRP1;BHLHB9;SRPX2;SLITRK2;IL1RAPL1;EPHB1
enteric nervous system development (GO:0048484)	3/11	0.02964258707988597	0.9872025768171138	0	0	5.467459080280593	19.237490962547614	RHOXF1;GDNF;ARX
erythrocyte development (GO:0048821)	3/11	0.02964258707988597	0.9872025768171138	0	0	5.467459080280593	19.237490962547614	ALAS2;G6PD;GATA1
Notch signaling involved in heart development (GO:0061314)	3/11	0.02964258707988597	0.9872025768171138	0	0	5.467459080280593	19.237490962547614	NOTCH2;SNAI2;RBPJ
presynaptic membrane organization (GO:0097090)	3/11	0.02964258707988597	0.9872025768171138	0	0	5.467459080280593	19.237490962547614	NLGN3;NLGN4X;IL1RAPL1
regulation of gene expression by genetic imprinting (GO:0006349)	3/11	0.02964258707988597	0.9872025768171138	0	0	5.467459080280593	19.237490962547614	MECP2;DNMT3A;IGF2
glycogen metabolic process (GO:0005977)	5/28	0.031106213294632968	0.9872025768171138	0	0	3.171944472728507	11.007750190736443	PER2;PHKA1;PYGL;GYG2;PHKA2
regulation of reactive oxygen species biosynthetic process (GO:1903426)	5/28	0.031106213294632968	0.9872025768171138	0	0	3.171944472728507	11.007750190736443	PAGE4;ABCB7;ALOX5;MMP8;ABCD1
synapse organization (GO:0050808)	14/126	0.031846990986592306	0.9872025768171138	0	0	1.8280267295597483	6.300865155005276	NLGN3;FARP1;NLGN4X;FZD5;ZC4H2;RAB39B;SEMA3E;L1CAM;PTPRF;SLITRK2;APBB2;MAPT;GPC4;PAK3
protein polymerization (GO:0051258)	8/59	0.034283505718633374	0.9872025768171138	0	0	2.2907115898002393	7.726778471476559	MAP7D3;MID1IP1;WAS;MAPT;FGF13;ARHGAP6;CKAP5;GAS7
hydrogen peroxide metabolic process (GO:0042743)	5/29	0.03566224934562438	0.9872025768171138	0	0	3.039617486338798	10.133059105099598	PRDX4;GPX1;MAOB;NOX1;SOD1
positive regulation of dendrite morphogenesis (GO:0050775)	4/20	0.0360533780946329	0.9872025768171138	0	0	3.6462558502340094	12.11561381418154	BHLHB9;CDKL5;CUX1;IL1RAPL1
positive regulation of reactive oxygen species metabolic process (GO:2000379)	7/49	0.036070690393829895	0.9872025768171138	0	0	2.433150899139953	8.083595536900019	ACE2;CLEC7A;MAPT;F2;MMP8;RNF41;SOD1
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	PRPS2;PRPS1
5-phosphoribose 1-diphosphate metabolic process (GO:0046391)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	PRPS2;PRPS1
adenosine 5'-(hexahydrogen pentaphosphate) catabolic process (GO:1901911)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
adenosine 5'-(hexahydrogen pentaphosphate) metabolic process (GO:1901910)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
cellular response to testosterone stimulus (GO:0071394)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	AR;MSN
diadenosine hexaphosphate catabolic process (GO:1901909)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
diadenosine hexaphosphate metabolic process (GO:1901908)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
diadenosine pentaphosphate catabolic process (GO:1901907)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
diadenosine pentaphosphate metabolic process (GO:1901906)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
diphosphoinositol polyphosphate metabolic process (GO:0071543)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NUDT11;NUDT10
dopamine catabolic process (GO:0042420)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	MAOB;MAOA
enamel mineralization (GO:0070166)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	TBX1;AMELX
histone H3-K27 demethylation (GO:0071557)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	KDM6A;PHF8
mesonephric duct development (GO:0072177)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	GPC3;PKD1
negative regulation of calcium ion transport into cytosol (GO:0010523)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	FKBP1B;NOS1
negative regulation of collateral sprouting (GO:0048671)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	DCC;FGF13
negative regulation of histone deacetylation (GO:0031064)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	PRMT6;FOXP3
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	TMSB4X;TAF1
negative regulation of tubulin deacetylation (GO:1904428)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	BEX4;MAPT
positive regulation of translation in response to stress (GO:0032056)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	IMPACT;DDX3X
prostaglandin transport (GO:0015732)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	SLCO3A1;SLCO2A1
pyrimidine nucleotide metabolic process (GO:0006220)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	PRPS1;CTPS2
regulation of growth rate (GO:0040009)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	NOTCH2;RFTN1
regulation of integrin biosynthetic process (GO:0045113)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	AR;NOX1
regulation of morphogenesis of a branching structure (GO:0060688)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	GDNF;FGFR2
toll-like receptor 2 signaling pathway (GO:0034134)	2/5	0.03626016100675292	0.9872025768171138	0	0	9.714953271028037	32.22484617608352	IRAK1;TNIP2
axonogenesis (GO:0007409)	23/240	0.03630177536889542	0.9872025768171138	0	0	1.5522656537904411	5.14714003318833	NOTCH2;NLGN3;SH3KBP1;USP9X;DCC;SEMA3B;CXCR4;SEMA3E;UNC5D;L1CAM;BAIAP2;GLI2;EFNB1;DAB1;OPHN1;SLC9A6;GDNF;SLITRK2;TNR;PAK3;B4GALT6;EPHB1;FGFR2
odontogenesis (GO:0042476)	6/39	0.03687264819240608	0.9872025768171138	0	0	2.653551136363636	8.757475660042129	TBX1;EDA;BCOR;AMELX;FGFR2;GLI2
gland development (GO:0048732)	9/71	0.037620796882430425	0.9872025768171138	0	0	2.120241493419557	6.95481248488641	TBX1;SOX3;TG;NOTCH4;MSN;NR0B1;FGFR2;GLI2;SOD1
regulation of endopeptidase activity (GO:0052548)	9/71	0.037620796882430425	0.9872025768171138	0	0	2.120241493419557	6.95481248488641	SERPINA12;SERPINA3;SERPINA1;SERPINA10;SERPINA9;TIMP1;SERPINA7;SERPINA4;SERPINA5
cochlea morphogenesis (GO:0090103)	3/12	0.037674287015701115	0.9872025768171138	0	0	4.859703819173811	15.933887340930882	TBX1;MYO3A;POU3F4
positive regulation of protein localization to chromosome, telomeric region (GO:1904816)	3/12	0.037674287015701115	0.9872025768171138	0	0	4.859703819173811	15.933887340930882	GNL3L;DKC1;CCT7
positive regulation of sodium ion transmembrane transport (GO:1902307)	3/12	0.037674287015701115	0.9872025768171138	0	0	4.859703819173811	15.933887340930882	WNK3;DMD;NOS1
purine nucleotide biosynthetic process (GO:0006164)	3/12	0.037674287015701115	0.9872025768171138	0	0	4.859703819173811	15.933887340930882	PRPS2;PRPS1;HPRT1
regulation of cellular macromolecule biosynthetic process (GO:2000112)	40/468	0.04060048896057406	0.9872025768171138	0	0	1.3715665831595685	4.394465275187377	ZNF395;RHOXF1;RPL10;TRRAP;SPIN4;MAGED1;SPIN3;IGSF1;RORA;FOXO4;BACH1;GATA1;PQBP1;RBM3;SBNO1;SOX3;HMGN5;ZNF628;ZNF280C;WWC3;APBB2;ERC1;RREB1;ZNF100;TRAPPC2;ARNT2;ESCO1;NONO;ATRX;IGF2;MSL3;ATP1B4;FOXN3;FOXP3;HCFC1;SPIN2B;SNAI2;ZNF536;SPIN2A;VGLL1
chondroitin sulfate metabolic process (GO:0030204)	5/30	0.04060825681965667	0.9872025768171138	0	0	2.9178766588602656	9.348246154199014	CSGALNACT1;UGDH;CHST7;BGN;IDS
autophagy of mitochondrion (GO:0000422)	6/40	0.041109049909943525	0.9872025768171138	0	0	2.5753676470588234	8.219355352862216	FUNDC2;MAP1LC3A;FUNDC1;RB1CC1;WDR45;ATG5
neuron development (GO:0048666)	15/143	0.04191092093543056	0.9872025768171138	0	0	1.7136482100708104	5.436050006060705	TBCD;THOC2;L1CAM;GLI2;PQBP1;UGDH;OPHN1;GDNF;DCX;PLP1;MAPT;ATP7A;B4GALT6;GPM6B;CDK16
chondroitin sulfate biosynthetic process (GO:0030206)	4/21	0.042340414658518864	0.9872025768171138	0	0	3.4315866752317152	10.850722431912303	CSGALNACT1;UGDH;CHST7;BGN
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	4/21	0.042340414658518864	0.9872025768171138	0	0	3.4315866752317152	10.850722431912303	FKBP1B;DMD;CACNA1C;CLIC2
negative regulation of protein ubiquitination (GO:0031397)	7/51	0.04357185926518596	0.9872025768171138	0	0	2.3223043570971638	7.2765778817002476	PER2;GNL3L;USP4;ARRB2;HDAC8;OGT;TAF1
embryonic skeletal system morphogenesis (GO:0048704)	5/31	0.04594911195958489	0.9872025768171138	0	0	2.8055005104185433	8.641560904844173	TBX1;HOXA3;HOXC4;FGFR2;HOXA4
regulation of potassium ion transport (GO:0043266)	5/31	0.04594911195958489	0.9872025768171138	0	0	2.8055005104185433	8.641560904844173	DPP10;KCNIP1;FHL1;KCNIP4;NOS1
cellular biogenic amine metabolic process (GO:0006576)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	MAOA;SMS;ATP7A
negative regulation of locomotion (GO:0040013)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	FRMD5;WAS;SPINT2
negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	PAGE4;ABCB7;ABCD1
polyamine metabolic process (GO:0006595)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	SMS;SAT1;HDAC6
positive regulation of insulin receptor signaling pathway (GO:0046628)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	IGF2;PRKCZ;SORL1
toll-like receptor 9 signaling pathway (GO:0034162)	3/13	0.04669367975486721	0.9872025768171138	0	0	4.373499610288387	13.401043351392754	IRAK1;TNIP2;TLR7
skeletal system development (GO:0001501)	16/158	0.04787734023954722	0.9872025768171138	0	0	1.6477320616613065	5.007643847364123	TRAPPC2;COL13A1;COL11A2;IGF2;HOXA13;PKD1;PHEX;PTHLH;GLI2;RAB33B;RPS6KA3;EBP;PLS3;ALPL;ATP7A;FGFR2
regulation of gene expression (GO:0010468)	83/1079	0.04975693592527205	0.9872025768171138	0	0	1.2273482959268496	3.6827879361129816	RHOXF2;DDX3X;RHOXF1;CITED1;TRRAP;SPIN4;SPIN3;SNX12;NKAP;RHOXF2B;RORA;RBPJ;AFF3;ETS1;BACH1;PQBP1;AFF2;MECP2;FGF6;SOX3;HMGN5;ZNF280C;WWC3;ERC1;GABPA;KDM6A;ZC3H10;TLE1;GPX1;ATRX;AVPR2;MSL3;ATP1B4;MMP8;FOXP3;TAPBP;HCFC1;ACE2;AR;SFRP1;SPIN2B;ZNF711;SPIN2A;HNRNPH2;MAPT;TRIM10;VGLL1;NOTCH2;HDAC4;ZNF395;MAGED1;IGSF1;FOXO4;PTHLH;HDAC6;SBNO1;ZNF827;ZNF628;PCBP4;CLEC7A;TCEAL1;APBB2;MBNL3;RREB1;FGF21;ZNF100;TRAPPC2;ARNT2;NTRK3;NONO;IGF2;MSN;WWP2;FOXN3;APLN;FGF16;GDNF;RLIM;SNAI2;ZNF536;TP73;FAM50A;TAF1
cerebral cortex cell migration (GO:0021795)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	LHX6;FGF13
coumarin metabolic process (GO:0009804)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	UGT1A8;UGT1A7
ear development (GO:0043583)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	TBX1;SHROOM2
hydrogen peroxide biosynthetic process (GO:0050665)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	MAOB;SOD1
inclusion body assembly (GO:0070841)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	MAPT;HDAC6
regulation of tooth mineralization (GO:0070170)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	BCOR;AMELX
regulation of transmission of nerve impulse (GO:0051969)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	FMR1;FGF12
replication-born double-strand break repair via sister chromatid exchange (GO:1990414)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	RAD21;FANCB
response to testosterone (GO:0033574)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	AR;MSN
TORC2 signaling (GO:0038203)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	PRR5;SYAP1
vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane (GO:1990668)	2/6	0.0521012760491171	0.9872025768171138	0	0	7.285825545171339	21.526451258973715	STX4;TAPBP
regulation of anatomical structure morphogenesis (GO:0022603)	13/123	0.05278886798241148	0.9872025768171138	0	0	1.7271441833892738	5.0803167975160495	TBX1;KRT1;ETS1;ZDHHC15;SFRP1;GDNF;ZMYM3;MAPT;PAK3;LZTS1;PDZD8;FGFR2;HTATIP2
regulation of intracellular signal transduction (GO:1902531)	37/437	0.05308081477150471	0.9872025768171138	0	0	1.3563210568454764	3.9820768635371984	PRR5;ARHGAP8;NRK;ARAF;XIAP;ARHGAP6;FGD1;ARHGAP4;ARHGAP22;OPHN1;CLEC7A;PRKAR2A;TMSB4X;WWC3;IKBKG;RBBP7;TAF9B;PAK3;NEK8;ARHGEF11;STARD8;MCF2;NTRK3;ATP6AP2;OCRL;RNF41;GPR143;ARHGEF9;RRAGB;BCL3;RGN;TRIP10;NF2;MAPT;TP73;ARHGEF6;TAF1
regulation of macroautophagy (GO:0016241)	12/112	0.056164601762662456	0.9872025768171138	0	0	1.7532810047095762	5.048517569185452	ERN1;RRAGB;RB1CC1;TRIM13;MTMR8;ATP6V0A2;TBC1D25;ATP6V1H;IKBKG;LZTS1;HDAC6;UBQLN2
regulation of proteasomal protein catabolic process (GO:0061136)	7/54	0.05658903497384818	0.9872025768171138	0	0	2.1737228220185316	6.242801610412306	GPX1;OPHN1;FOXF2;FMR1;ARAF;PKD1;UBQLN4
diacylglycerol metabolic process (GO:0046339)	4/23	0.05664264729568399	0.9872025768171138	0	0	3.070038591017325	8.814059586098242	DGKE;PLCE1;DGKK;DGKI
negative regulation of reactive oxygen species metabolic process (GO:2000378)	4/23	0.05664264729568399	0.9872025768171138	0	0	3.070038591017325	8.814059586098242	PAGE4;ABCB7;ABCD1;HDAC6
cellular copper ion homeostasis (GO:0006878)	3/14	0.056668728266823995	0.9872025768171138	0	0	3.975696166654857	11.412366050760287	CCDC22;ATP7A;PRND
positive regulation of cellular response to insulin stimulus (GO:1900078)	3/14	0.056668728266823995	0.9872025768171138	0	0	3.975696166654857	11.412366050760287	IGF2;PRKCZ;SORL1
positive regulation of superoxide anion generation (GO:0032930)	3/14	0.056668728266823995	0.9872025768171138	0	0	3.975696166654857	11.412366050760287	CLEC7A;MAPT;SOD1
sodium-independent organic anion transport (GO:0043252)	3/14	0.056668728266823995	0.9872025768171138	0	0	3.975696166654857	11.412366050760287	SLCO3A1;SLCO2A1;SLC16A2
synaptic membrane adhesion (GO:0099560)	3/14	0.056668728266823995	0.9872025768171138	0	0	3.975696166654857	11.412366050760287	SLITRK2;GPC4;PTPRF
