Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Drug metabolism	9/108	0.2586277473884237	0.999995307161557	0	0	1.3251939915996298	1.7921466614374262	UGT1A10;MAOB;MAOA;CYP1A2;HPRT1;UGT1A9;UGT1A8;UGT1A7;UGT1A6
Insulin signaling pathway	11/137	0.2664164094223438	0.999995307161557	0	0	1.2727544351073763	1.6834656033511364	PPP1R3F;PRKAR2A;ARAF;IRS4;TRIP10;PHKA1;PYGL;ELK1;PHKA2;PRKCZ;PTPRF
D-Glutamine and D-glutamate metabolism	1/5	0.28275339471159894	0.999995307161557	0	0	3.640077821011673	4.598074077094489	GLUD2
Circadian entrainment	8/97	0.2852333001772579	0.999995307161557	0	0	1.3099822405092225	1.6433043874185362	PER2;KCNJ5;GRIN2A;PER3;GNB4;CACNA1C;NOS1;GRIA3
Phosphatidylinositol signaling system	8/97	0.2852333001772579	0.999995307161557	0	0	1.3099822405092225	1.6433043874185362	MTMR1;DGKE;MTMR8;PLCE1;OCRL;DGKK;DGKI;MTM1
Aldosterone synthesis and secretion	8/98	0.2947299653819474	0.999995307161557	0	0	1.2953573291601461	1.5825324964046015	SCARB1;KCNJ5;GNA11;ATP1B4;ATP2B3;CACNA1C;CACNA1F;CAMK1G
mRNA surveillance pathway	8/98	0.2947299653819474	0.999995307161557	0	0	1.2953573291601461	1.5825324964046015	NXF3;PPP2R5E;CSTF2;PABPC5;UPF3B;MSI2;NXT2;GSPT2
Nitrogen metabolism	2/17	0.29947625919487914	0.999995307161557	0	0	1.9417445482866043	2.341200494427952	GLUD2;CA5B
Phenylalanine metabolism	2/17	0.29947625919487914	0.999995307161557	0	0	1.9417445482866043	2.341200494427952	MAOB;MAOA
Spinocerebellar ataxia	11/143	0.31363175263883686	0.999995307161557	0	0	1.2145098039215687	1.4082675285929076	ERN1;ATXN3L;GRIN2A;DAB1;KCND3;RB1CC1;ADRM1;RORA;RBPJ;SLC25A5;GRIA3
Circadian rhythm	3/31	0.32133254650386217	0.999995307161557	0	0	1.5604609731655719	1.7715581388502661	PER2;PER3;RORA
Ras signaling pathway	17/232	0.32379809793924363	0.999995307161557	0	0	1.1526490369637326	1.2997675258238839	IGF2;FOXO4;KSR2;PLD1;ELK1;ETS1;FGF6;FGF16;GRIN2A;SYNGAP1;RASA3;GNB4;PLCE1;IKBKG;PAK3;FGFR2;FGF21
Glycosphingolipid biosynthesis	4/45	0.32798728512225617	0.999995307161557	0	0	1.4210265971614475	1.584132649864629	ST8SIA5;FUT1;GLA;GBGT1
Regulation of actin cytoskeleton	16/218	0.3284489952956181	0.999995307161557	0	0	1.1545645903172994	1.2854618712563062	CHRM2;ARAF;CXCR4;MSN;F2;BAIAP2;FGD1;FGF6;FGF16;DIAPH2;TMSB4X;PAK3;PPP1R12B;FGFR2;ARHGEF6;FGF21
Caffeine metabolism	1/6	0.328883816905585	0.999995307161557	0	0	2.911906614785992	3.2381878786738665	CYP1A2
Phosphonate and phosphinate metabolism	1/6	0.328883816905585	0.999995307161557	0	0	2.911906614785992	3.2381878786738665	PCYT1B
Mineral absorption	5/60	0.3423715909948302	0.999995307161557	0	0	1.3241785536867503	1.4193321818041664	S100G;HEPH;ATP1B4;ATP2B3;ATP7A
Type II diabetes mellitus	4/46	0.3428819851974481	0.999995307161557	0	0	1.3871183418765323	1.4847284135240564	IRS4;CACNA1C;CACNA1E;PRKCZ
Protein digestion and absorption	8/103	0.3431811321992542	0.999995307161557	0	0	1.2268511654723664	1.3121135047251886	ACE2;COL27A1;COL13A1;XPNPEP2;COL11A2;COL4A6;ATP1B4;COL4A5
Thyroid hormone synthesis	6/75	0.3517278339467487	0.999995307161557	0	0	1.2666440217391304	1.3235133002334172	GPX1;TG;GPX6;ALB;ATP1B4;SERPINA7
SNARE interactions in vesicular transport	3/33	0.35730805095212886	0.999995307161557	0	0	1.4562743569758378	1.4987349213956929	STX18;BNIP1;STX4
Metabolism of xenobiotics by cytochrome P450	6/76	0.3633860570590426	0.999995307161557	0	0	1.2484821428571429	1.263825353892993	UGT1A10;CYP1A2;UGT1A9;UGT1A8;UGT1A7;UGT1A6
Chemical carcinogenesis	17/239	0.36901099103420293	0.999995307161557	0	0	1.1158818392860945	1.1124547980887176	NOTCH2;UGT1A10;XIAP;CACNA1C;ARRB2;CACNA1F;RPS6KA3;AR;FGF6;FGF16;RPS6KA6;MIRLET7F2;CYP1A2;UGT1A9;UGT1A8;UGT1A7;UGT1A6
Steroid biosynthesis	2/20	0.3715747801332437	0.999995307161557	0	0	1.6178608515057114	1.6016905631038596	EBP;NSDHL
Autophagy	10/137	0.3864378652862753	0.999995307161557	0	0	1.1469775133907634	1.0905280818856697	ERN1;IGBP1;RRAGB;RB1CC1;LAMP2;IRS4;RAB39B;ATG4A;ATG5;RAB33B
Synaptic vesicle cycle	6/78	0.3867496614973068	0.999995307161557	0	0	1.213671875	1.152961173620102	SLC1A2;ATP6V0A2;SLC6A12;ATP6V1H;AP2B1;SLC6A2
Axon guidance	13/182	0.3886787058768275	0.999995307161557	0	0	1.1206115173122244	1.0589803778372135	TRPC5;DCC;SEMA3B;CXCR4;SEMA3E;UNC5D;L1CAM;PRKCZ;EFNB1;PLXNB3;PAK3;EPHB1;PLXNA3
DNA replication	3/36	0.41067017406249934	0.999995307161557	0	0	1.3236732090979948	1.1780226724753802	RNASEH2C;POLA1;RPA4
Ubiquitin mediated proteolysis	10/140	0.41278381297267974	0.999995307161557	0	0	1.1203279479141548	0.9913012103169501	HERC1;HUWE1;UBE2QL1;XIAP;UBA1;WWP2;KLHL13;UBE2A;MID1;CUL4B
Histidine metabolism	2/22	0.41797487775792047	0.999995307161557	0	0	1.455919003115265	1.270047573879219	MAOB;MAOA
Long-term potentiation	5/67	0.4331511297319219	0.999995307161557	0	0	1.1742338394903176	0.9824445619773275	RPS6KA3;RPS6KA6;GRIN2A;ARAF;CACNA1C
Proximal tubule bicarbonate reclamation	2/23	0.44051706921088046	0.999995307161557	0	0	1.3865153538050734	1.1366737236198947	GLUD2;ATP1B4
Renin-angiotensin system	2/23	0.44051706921088046	0.999995307161557	0	0	1.3865153538050734	1.1366737236198947	ACE2;ATP6AP2
Glycerophospholipid metabolism	7/98	0.4436518332660938	0.999995307161557	0	0	1.120045708786913	0.9102781537162985	DGKE;PCYT1B;MBOAT2;DGKK;PLD1;TAZ;DGKI
Glycosaminoglycan biosynthesis	4/53	0.44640646317347665	0.999995307161557	0	0	1.1885128466363144	0.9585657866597027	CSGALNACT1;CHST7;HS6ST2;HS3ST2
Amphetamine addiction	5/69	0.4587194181647426	0.999995307161557	0	0	1.137417056986729	0.8864079313440404	GRIN2A;MAOB;MAOA;CACNA1C;GRIA3
Renal cell carcinoma	5/69	0.4587194181647426	0.999995307161557	0	0	1.137417056986729	0.8864079313440404	ARNT2;TFE3;ARAF;PAK3;ETS1
Vitamin digestion and absorption	2/24	0.4625691725413666	0.999995307161557	0	0	1.323421127159445	1.0203036550276103	SCARB1;AWAT2
Progesterone-mediated oocyte maturation	7/100	0.4648161440513245	0.999995307161557	0	0	1.0958410048172715	0.8395384130970007	CCNB3;RPS6KA3;RPS6KA6;ARAF;SPDYA;PKMYT1;MAD1L1
Central carbon metabolism in cancer	5/70	0.47138121674800365	0.999995307161557	0	0	1.11985828379271	0.8422321280667132	G6PD;PDHA1;NTRK3;PGAM4;FGFR2
Dopaminergic synapse	9/132	0.477604744437811	0.999995307161557	0	0	1.0652443799300952	0.787185538808227	KCNJ5;GRIN2A;MAOB;MAOA;PPP2R5E;GNB4;CACNA1C;ARRB2;GRIA3
Insulin secretion	6/86	0.4793568486987595	0.999995307161557	0	0	1.0918359375	0.8028378527312561	GPR119;GNA11;KCNMB1;ATP1B4;CACNA1C;CACNA1F
Taste transduction	6/86	0.4793568486987595	0.999995307161557	0	0	1.0918359375	0.8028378527312561	P2RY4;PDE1B;PDE1A;GABRA3;CACNA1C;TRPM5
Amyotrophic lateral sclerosis	24/364	0.47976027659957104	0.999995307161557	0	0	1.0277244336720426	0.7548314529958869	COX7B;DNAI2;GPX1;NUP210;DNAH17;NDUFB11;GPX6;ADRM1;SLC1A2;NDUFA1;RAB39B;COX5B;NXT2;COX7C;HDAC6;SOD1;ERN1;GRIN2A;NXF3;RB1CC1;NOS1;UBQLN4;TUBA8;UBQLN2
Retrograde endocannabinoid signaling	10/148	0.48274839106764234	0.999995307161557	0	0	1.0549270819135887	0.768260870202981	GABRQ;KCNJ5;NDUFB11;GABRA3;GNB4;NDUFA1;CACNA1C;CACNA1F;GABRE;GRIA3
Synthesis and degradation of ketone bodies	1/10	0.48560154231160757	0.999995307161557	0	0	1.6173800259403373	1.1683417358553752	HMGCS1
Vascular smooth muscle contraction	9/133	0.48675587947737636	0.999995307161557	0	0	1.0565968626064113	0.7607418755088163	ARHGEF11;CALCA;AVPR1B;KCNMB1;GNA11;ARAF;CACNA1C;CACNA1F;PPP1R12B
Glutathione metabolism	4/57	0.5033676349248903	0.999995307161557	0	0	1.0985782827539516	0.7541020246819252	G6PD;GPX1;GPX6;SMS
Inositol phosphate metabolism	5/73	0.508752688371839	0.999995307161557	0	0	1.0702805712448915	0.7232883941839238	MTMR1;MTMR8;PLCE1;OCRL;MTM1
Tryptophan metabolism	3/42	0.512396760550381	0.999995307161557	0	0	1.1196714431320822	0.7486750632899929	MAOB;MAOA;CYP1A2
Phagosome	10/152	0.5170895422504006	0.999995307161557	0	0	1.024990065786569	0.6760211522155003	SCARB1;ATP6AP1;CLEC7A;LAMP2;STX18;ATP6V0A2;ATP6V1H;NOS1;THBS4;TUBA8
Fatty acid elongation	2/27	0.5255118415225594	0.999995307161557	0	0	1.164423676012461	0.7491698798903528	ELOVL4;THEM4
Notch signaling pathway	4/59	0.5308655150447612	0.999995307161557	0	0	1.058516522479081	0.670301943549923	NOTCH2;TLE1;NOTCH4;RBPJ
RNA transport	12/186	0.5379681061230591	0.999995307161557	0	0	1.0036269149569643	0.6222045305762578	EIF2B3;EIF2S3;NXF3;EIF1AY;NUP210;EIF1AX;FMR1;PABPC5;UPF3B;THOC2;GEMIN8;NXT2
Long-term depression	4/60	0.544329359356271	0.999995307161557	0	0	1.0395587252061511	0.6322604226796592	GNA11;ARAF;NOS1;GRIA3
Butanoate metabolism	2/28	0.5453575180714664	0.999995307161557	0	0	1.1195782410735682	0.6788156290641785	HMGCS1;ACSM5
Arrhythmogenic right ventricular cardiomyopathy	5/77	0.556813935887968	0.999995307161557	0	0	1.0106036950299246	0.5917328611723873	DMD;CACNA1C;CACNA1F;EMD;SGCG
Arachidonic acid metabolism	4/61	0.5575906379774751	0.999995307161557	0	0	1.0212661138024468	0.5965523890419827	GPX1;GPX6;ALOX5;ALOX15
ABC transporters	3/45	0.5596505162121738	0.999995307161557	0	0	1.0395278922169024	0.6033864474453366	ABCC3;ABCB7;ABCD1
Basal transcription factors	3/45	0.5596505162121738	0.999995307161557	0	0	1.0395278922169024	0.6033864474453366	TAF7L;TAF9B;TAF1
Linoleic acid metabolism	2/29	0.5646150855049806	0.999995307161557	0	0	1.078054690204223	0.6162279675979851	ALOX15;CYP1A2
Citrate cycle (TCA cycle)	2/30	0.5832780723566572	0.999995307161557	0	0	1.0394971072541166	0.5603837827828232	PDHA1;IDH3G
Nucleotide excision repair	3/47	0.5895680932425881	0.999995307161557	0	0	0.992170339403387	0.5242281364541995	CETN2;RPA4;CUL4B
Oocyte meiosis	8/129	0.5937052517001052	0.999995307161557	0	0	0.9618851769940118	0.501500279400137	RPS6KA3;AR;RPS6KA6;PPP2R5E;SPDYA;PKMYT1;SMC1A;MAD1L1
Purine metabolism	8/129	0.5937052517001052	0.999995307161557	0	0	0.9618851769940118	0.501500279400137	PRPS2;NT5C;PRPS1;PDE1B;PDE1A;HPRT1;FHIT;GUCY2F
Choline metabolism in cancer	6/98	0.6085092306011036	0.999995307161557	0	0	0.9488111413043478	0.4713154799034874	DGKE;PCYT1B;WAS;DGKK;PLD1;DGKI
Cell adhesion molecules	9/148	0.6170999513676161	0.999995307161557	0	0	0.9418150679143451	0.45463699345370506	CLDN6;NLGN3;NLGN4X;CD40LG;CD226;CD99L2;CLDN2;L1CAM;PTPRF
Cocaine addiction	3/49	0.6181428783820976	0.999995307161557	0	0	0.948930834660612	0.4564695641324839	GRIN2A;MAOB;MAOA
MAPK signaling pathway	18/294	0.6201105130388284	0.999995307161557	0	0	0.9483267041558086	0.4531650944047667	ARAF;IGF2;CACNA1C;ARRB2;CACNA1F;ELK1;DUSP9;CACNA1E;RPS6KA3;FGF6;FGF16;RPS6KA6;IRAK1;FLNA;IKBKG;MAPT;FGFR2;FGF21
Oxidative phosphorylation	8/133	0.6283891617630684	0.999995307161557	0	0	0.930904538341158	0.43249417124721035	COX7B;ATP6AP1;NDUFB11;ATP6V0A2;NDUFA1;ATP6V1H;COX5B;COX7C
Thiamine metabolism	1/15	0.6311127782230216	0.999995307161557	0	0	1.03946637020567	0.47843591701772137	ALPL
Vibrio cholerae infection	3/50	0.6319137771541673	0.999995307161557	0	0	0.9286910664831429	0.42627135658281956	ATP6AP1;ATP6V0A2;ATP6V1H
Acute myeloid leukemia	4/67	0.6325003867835255	0.999995307161557	0	0	0.9237055196493574	0.42312589497970543	PER2;ARAF;IKBKG;PIM2
Coronavirus disease	14/232	0.6361364684228047	0.999995307161557	0	0	0.9338180139634181	0.4224052627757002	RPS4Y2;RPL10;RPL36A;RPS4Y1;F2;C8A;RPS4X;ACE2;IRAK1;TLR8;TLR7;IKBKG;MASP1;RPL39
Ovarian steroidogenesis	3/51	0.6453359448527036	0.999995307161557	0	0	0.909294621979735	0.39825672580656546	SCARB1;ALOX5;BMP15
Tight junction	10/169	0.6526518306507932	0.999995307161557	0	0	0.9145620157331283	0.390254107810848	CLDN6;RAP2C;DLG3;WAS;MSN;NF2;CLDN2;PRKCZ;AMOT;TUBA8
Renin secretion	4/69	0.6555699981654411	0.999995307161557	0	0	0.8951878075123005	0.377993226791622	PDE1B;PDE1A;CACNA1C;CACNA1F
Epithelial cell signaling in Helicobacter pylori infection	4/70	0.666732945052374	0.999995307161557	0	0	0.8815770812650687	0.35736110665848814	ATP6AP1;ATP6V0A2;ATP6V1H;IKBKG
RIG-I-like receptor signaling pathway	4/70	0.666732945052374	0.999995307161557	0	0	0.8815770812650687	0.35736110665848814	OTUD5;DDX3X;IKBKG;ATG5
Thyroid hormone signaling pathway	7/121	0.6673944173066819	0.999995307161557	0	0	0.8929673675980412	0.36109285554444365	NOTCH2;MED12;MED14;NOTCH4;PLCE1;ATP1B4;SLC16A2
Endocrine and other factor-regulated calcium reabsorption	3/53	0.6711275381720393	0.999995307161557	0	0	0.8728293063133281	0.3480809130942458	ATP1B4;ATP2B3;AP2B1
Measles	8/139	0.6772258790754242	0.999995307161557	0	0	0.8879809817343416	0.34609095581835747	IRAK1;MSN;RAB9A;TLR7;IKBKG;IL2RG;RAB9B;TP73
Adherens junction	4/71	0.677645514937492	0.999995307161557	0	0	0.8683726453535754	0.33791068728537965	WAS;SNAI2;BAIAP2;PTPRF
Starch and sucrose metabolism	2/36	0.6827718522231337	0.999995307161557	0	0	0.8557815649624335	0.3265615494777363	PYGL;GYG2
Tyrosine metabolism	2/36	0.6827718522231337	0.999995307161557	0	0	0.8557815649624335	0.3265615494777363	MAOB;MAOA
Parathyroid hormone synthesis, secretion and action	6/106	0.6839198716770339	0.999995307161557	0	0	0.87253125	0.3314872865725556	ARHGEF11;GNA11;ARAF;ARRB2;PLD1;PTHLH
Huntington disease	18/306	0.6865186832840582	0.999995307161557	0	0	0.9082216088328076	0.34160198161810623	COX7B;DNAI2;GPX1;DNAH17;NDUFB11;GPX6;ADRM1;SLC1A2;NDUFA1;AP2B1;COX5B;COX7C;SOD1;ERN1;RB1CC1;SLC25A5;GRIA3;TUBA8
Melanoma	4/72	0.6883065633841688	0.999995307161557	0	0	0.8555565752041846	0.31956830815301307	FGF6;FGF16;ARAF;FGF21
Glucagon signaling pathway	6/107	0.6926442427095113	0.999995307161557	0	0	0.8638459158415842	0.31723771150751123	PFKFB1;PDHA1;PGAM4;PHKA1;PYGL;PHKA2
Hypertrophic cardiomyopathy	5/90	0.6945142520446439	0.999995307161557	0	0	0.8554438168710107	0.3118457094740078	DMD;CACNA1C;CACNA1F;EMD;SGCG
Fatty acid biosynthesis	1/18	0.6978433530980666	0.999995307161557	0	0	0.855893797207599	0.30791688647714455	ACSL4
Insulin resistance	6/108	0.7012073978029444	0.999995307161557	0	0	0.8553308823529412	0.30360104451033654	RPS6KA3;RPS6KA6;PYGL;PRKCZ;OGT;PTPRF
Hedgehog signaling pathway	3/56	0.707183721931249	0.999995307161557	0	0	0.8232915189929264	0.2852415195769414	SCUBE2;ARRB2;GLI2
Pathways of neurodegeneration	28/475	0.711653453106713	0.999995307161557	0	0	0.9095720276138752	0.30940384950468786	COX7B;NDUFB11;ARAF;CACNA1C;COX5B;CACNA1F;HSD17B10;COX7C;ATXN3L;GRIN2A;RB1CC1;NOS1;GRIA3;DNAI2;GPX1;DNAH17;FZD5;GPX6;ADRM1;NDUFA1;RAB39B;SOD1;ERN1;UBA1;MAPT;SLC25A5;NOX1;TUBA8
Small cell lung cancer	5/92	0.7128511642163561	0.999995307161557	0	0	0.8356887130205389	0.28286611026713454	COL4A6;COL4A5;XIAP;IKBKG;FHIT
Glycosaminoglycan degradation	1/19	0.717289439664181	0.999995307161557	0	0	0.8083009079118029	0.26857886177503487	IDS
GnRH signaling pathway	5/93	0.7217229460057457	0.999995307161557	0	0	0.826147895820027	0.26941834948161164	GNA11;CACNA1C;CACNA1F;PLD1;ELK1
Lysosome	7/128	0.723301064080936	0.999995307161557	0	0	0.8409914770708004	0.27242214544745785	ATP6AP1;LAMP2;AP1S2;ATP6V0A2;ATP6V1H;IDS;GLA
Pancreatic cancer	4/76	0.7284304537817263	0.999995307161557	0	0	0.8078523140925638	0.25597860705059494	ARAF;IKBKG;PLD1;ARHGEF6
Dilated cardiomyopathy	5/96	0.7471529577457291	0.999995307161557	0	0	0.798783573959218	0.23283371130601932	DMD;CACNA1C;CACNA1F;EMD;SGCG
Wnt signaling pathway	9/166	0.7474290098085499	0.999995307161557	0	0	0.83302824593868	0.24250780784629283	SFRP1;PORCN;TLE1;FZD5;TBL1Y;PRICKLE3;CACYBP;GPC4;TBL1X
Glutamatergic synapse	6/114	0.7491682525400974	0.999995307161557	0	0	0.8075520833333333	0.23321432643239	GRIN2A;SLC1A2;GNB4;CACNA1C;PLD1;GRIA3
Homologous recombination	2/41	0.7500577680960709	0.999995307161557	0	0	0.7458662832494608	0.2145149106493624	RPA4;BRCC3
Viral myocarditis	3/60	0.7504322792070552	0.999995307161557	0	0	0.7653525864544448	0.21973721729344295	CD40LG;DMD;SGCG
Endocytosis	14/252	0.7516747857125564	0.999995307161557	0	0	0.8544210136884942	0.2438957722757958	IQSEC2;IQSEC1;SH3KBP1;IQSEC3;SNX12;CXCR4;AP2B1;ARRB2;PLD1;IL2RG;PRKCZ;RNF41;SNX1;FGFR2
Pantothenate and CoA biosynthesis	1/21	0.7525101784036256	0.999995307161557	0	0	0.7273929961089494	0.2068274746648063	PPCS
Terpenoid backbone biosynthesis	1/22	0.7684404074434716	0.999995307161557	0	0	0.6927181767648694	0.18245660819964798	HMGCS1
AGE-RAGE signaling pathway in diabetic complications	5/100	0.778322623666368	0.999995307161557	0	0	0.7649862360820083	0.19171638096707502	COL4A6;PLCE1;COL4A5;PRKCZ;NOX1
Lysine degradation	3/63	0.7793850433291134	0.999995307161557	0	0	0.7269680436477007	0.1811968403048812	TMLHE;SUV39H1;PRDM16
Mismatch repair	1/23	0.7833459901631162	0.999995307161557	0	0	0.6611956137247966	0.16145127589115593	RPA4
Vasopressin-regulated water reabsorption	2/44	0.7842411831498315	0.999995307161557	0	0	0.6924788607031598	0.1682991443358979	AVPR2;STX4
Neurotrophin signaling pathway	6/119	0.7846694472291483	0.999995307161557	0	0	0.771612278761062	0.18711037277291168	RPS6KA3;RPS6KA6;IRAK1;MAGED1;NTRK3;TP73
Inflammatory bowel disease	3/65	0.7971068688505024	0.999995307161557	0	0	0.7034420335403414	0.1595171021678272	RORA;IL2RG;FOXP3
Glycolysis / Gluconeogenesis	3/67	0.8136219002439642	0.999995307161557	0	0	0.6813863990646921	0.14054242949745296	PDHA1;PGK1;PGAM4
Pyruvate metabolism	2/47	0.81424394715409	0.999995307161557	0	0	0.6462097611630322	0.1327930483768717	PDHA1;ACYP2
Alzheimer disease	20/369	0.8161390734335763	0.999995307161557	0	0	0.8313076856919115	0.16889720265384425	COX7B;FZD5;NDUFB11;ADRM1;ARAF;IRS4;NDUFA1;CACNA1C;COX5B;CACNA1F;COX7C;HSD17B10;ERN1;GRIN2A;RB1CC1;MAPT;NOS1;SLC25A5;NOX1;TUBA8
Cell cycle	6/124	0.816220173563379	0.999995307161557	0	0	0.738718220338983	0.15001235104674587	CCNB3;STAG2;RAD21;PKMYT1;SMC1A;MAD1L1
Parkinson disease	13/249	0.8179798779798362	0.999995307161557	0	0	0.7995726097434327	0.16064816318317698	COX7B;MAOB;MAOA;NDUFB11;ADRM1;NDUFA1;COX5B;COX7C;ERN1;UBA1;MAPT;SLC25A5;TUBA8
Pathogenic Escherichia coli infection	10/197	0.8212088129301887	0.999995307161557	0	0	0.7764487955341727	0.15294322379318034	CLDN6;ARHGEF11;MYO1E;IRAK1;IKBKG;CLDN2;F2;PAK3;BAIAP2;TUBA8
Mitophagy	3/68	0.8214432800159757	0.999995307161557	0	0	0.6708675580070748	0.1319545422173745	FUNDC1;TFE3;ATG5
Folate biosynthesis	1/26	0.8225525629746461	0.999995307161557	0	0	0.5817587548638132	0.11364243764025413	ALPL
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/26	0.8225525629746461	0.999995307161557	0	0	0.5817587548638132	0.11364243764025413	PIGA
Amino sugar and nucleotide sugar metabolism	2/48	0.8233838300202737	0.999995307161557	0	0	0.6321278613029934	0.12284318223916431	UGDH;RENBP
Intestinal immune network for IgA production	2/48	0.8233838300202737	0.999995307161557	0	0	0.6321278613029934	0.12284318223916431	CD40LG;CXCR4
Valine, leucine and isoleucine degradation	2/48	0.8233838300202737	0.999995307161557	0	0	0.6321278613029934	0.12284318223916431	HMGCS1;HSD17B10
ECM-receptor interaction	4/88	0.8254358324032695	0.999995307161557	0	0	0.69199910853577	0.13275570428137656	COL4A6;TNR;COL4A5;THBS4
