Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
phagocytic vesicle membrane (GO:0030670)	5/45	0.16085561705046134	0.9397534192189908	0	0	1.8222092115534738	3.329628328468623	ATP6V0A2;STX4;ATP7A;ATG5;TAPBP
sarcoplasmic reticulum (GO:0016529)	5/45	0.16085561705046134	0.9397534192189908	0	0	1.8222092115534738	3.329628328468623	HAX1;DHRS7C;FKBP1B;NOS1;THBS4
filopodium (GO:0030175)	6/58	0.16761728970364959	0.9397534192189908	0	0	1.6822716346153845	3.0046581548643108	FMR1;MYO3A;MSN;DMD;FGF13;MTM1
chitosome (GO:0045009)	2/12	0.17807926154941045	0.9397534192189908	0	0	2.9133956386292836	5.027141490726936	GPR143;ATP7A
melanosome membrane (GO:0033162)	2/12	0.17807926154941045	0.9397534192189908	0	0	2.9133956386292836	5.027141490726936	GPR143;ATP7A
pigment granule membrane (GO:0090741)	2/12	0.17807926154941045	0.9397534192189908	0	0	2.9133956386292836	5.027141490726936	GPR143;ATP7A
apical junction complex (GO:0043296)	9/98	0.17839580646446007	0.9397534192189908	0	0	1.4748840769711313	2.5423322616929562	CLDN6;RAP2C;POF1B;WNK3;TBCD;SHROOM2;CLDN2;SHROOM4;AMOT
actin filament (GO:0005884)	7/72	0.1793436680974224	0.9397534192189908	0	0	1.5702532026222409	2.698403783549755	POF1B;WAS;PLS3;ARHGAP6;SHROOM4;AMOT;GAS7
tight junction (GO:0070160)	8/85	0.1794937813963926	0.9397534192189908	0	0	1.5151108672235434	2.602376721437664	CLDN6;RAP2C;POF1B;WNK3;SHROOM2;TBCD;CLDN2;AMOT
intrinsic component of Golgi membrane (GO:0031228)	6/60	0.18696191377616903	0.9397534192189908	0	0	1.6197916666666667	2.7161482272543975	CSGALNACT1;SLC35A2;ZDHHC9;GALNT2;ERGIC3;ZDHHC15
microtubule (GO:0005874)	15/182	0.19416997301654243	0.9397534192189908	0	0	1.3106988226536698	2.148263358918619	BEX4;TBCD;XIAP;MID1;NDRG1;MID2;HDAC6;CAPN6;KIF4A;KIF1B;EFHC2;MAPT;FGF13;CCT7;TUBA8
MIB complex (GO:0140275)	2/13	0.20196755604854807	0.9397534192189908	0	0	2.6483998867176437	4.236508133124704	APOO;APOOL
SAM complex (GO:0001401)	2/13	0.20196755604854807	0.9397534192189908	0	0	2.6483998867176437	4.236508133124704	APOO;APOOL
ribosome (GO:0005840)	6/62	0.20712305353228075	0.9397534192189908	0	0	1.5617745535714285	2.458923765325938	RPS4X;FMR1;RPL36A;NR0B1;SRP68;RPL39
endolysosome (GO:0036019)	3/25	0.21495317738395303	0.9397534192189908	0	0	1.9866789484872103	3.0541911889136673	TLR8;TLR7;AP2B1
cell-cell junction (GO:0005911)	21/271	0.21720105147173338	0.9397534192189908	0	0	1.2260679841897233	1.8721222552068755	COL13A1;SHROOM2;CASK;KIAA1210;CLDN2;BAIAP2;PRKCZ;NDRG1;FGFRL1;RASIP1;SHROOM4;TMEM47;RAP2C;MYO1E;FRMD5;POF1B;PDZD11;NPHS2;WNK3;FLNA;UBA1
pericentric heterochromatin (GO:0005721)	2/14	0.22618403197787074	0.9397534192189908	0	0	2.427570093457944	3.608355505577036	ZNF618;ATRX
platelet dense granule lumen (GO:0031089)	2/14	0.22618403197787074	0.9397534192189908	0	0	2.427570093457944	3.608355505577036	ITIH4;SERPINA4
TIM23 mitochondrial import inner membrane translocase complex (GO:0005744)	2/14	0.22618403197787074	0.9397534192189908	0	0	2.427570093457944	3.608355505577036	TIMM17B;DNAJC15
transcription factor TFTC complex (GO:0033276)	2/14	0.22618403197787074	0.9397534192189908	0	0	2.427570093457944	3.608355505577036	TRRAP;TAF9B
organelle envelope lumen (GO:0031970)	6/64	0.22801219845115364	0.9397534192189908	0	0	1.5077586206896552	2.2290042288282335	TIMM8A;HAX1;AIFM1;ALOX5;SORL1;SOD1
MLL1 complex (GO:0071339)	3/26	0.2322540790634547	0.9397534192189908	0	0	1.9001999390016606	2.774146238191449	LAS1L;HCFC1;TAF1
MLL1/2 complex (GO:0044665)	3/26	0.2322540790634547	0.9397534192189908	0	0	1.9001999390016606	2.774146238191449	LAS1L;HCFC1;TAF1
asymmetric synapse (GO:0032279)	11/133	0.236337917645702	0.9397534192189908	0	0	1.3147669559627129	1.896541662092498	NLGN3;GRIN2A;ARHGEF9;KCND1;NLGN4X;DTNB;KCND3;FMR1;IQSEC3;CACNA1C;NOS1
membrane raft (GO:0045121)	13/163	0.25007074267478585	0.9397534192189908	0	0	1.2638491751767478	1.7517094031590241	RFTN1;SLC1A2;ACE2;NPHS2;PRKAR2A;BTK;PGK1;STOM;CD226;DMD;NOS1;MAPT;GPM6B
keratin filament (GO:0045095)	2/15	0.2505878523861536	0.9397534192189908	0	0	2.24071411454589	3.1010266902237085	KRT4;KRT5
melanosome (GO:0042470)	3/28	0.26751789465483367	0.9397534192189908	0	0	1.7479968823070928	2.3048541846801673	GPR143;RAB9A;ATP7A
U12-type spliceosomal complex (GO:0005689)	3/28	0.26751789465483367	0.9397534192189908	0	0	1.7479968823070928	2.3048541846801673	ZRSR2;RBMXL3;RBM41
nuclear outer membrane (GO:0005640)	2/16	0.27505490964283463	0.9397534192189908	0	0	2.080551846906987	2.6855441374733937	GUCY2F;EMD
secondary lysosome (GO:0005767)	2/16	0.27505490964283463	0.9397534192189908	0	0	2.080551846906987	2.6855441374733937	MAP1LC3A;LAMP2
integral component of Golgi membrane (GO:0030173)	5/55	0.27827124973631806	0.9397534192189908	0	0	1.4569867291178766	1.8637175745434849	CSGALNACT1;SLC35A2;GALNT2;ERGIC3;ZDHHC15
alpha DNA polymerase:primase complex (GO:0005658)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	POLA1
Cul4B-RING E3 ubiquitin ligase complex (GO:0031465)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	CUL4B
filtration diaphragm (GO:0036056)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	NPHS2
HULC complex (GO:0033503)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	UBE2A
Lewy body (GO:0097413)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	GPX1
NatA complex (GO:0031415)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	NAA10
neurofibrillary tangle (GO:0097418)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	MAPT
NURF complex (GO:0016589)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	SMARCA1
PAM complex, Tim23 associated import motor (GO:0001405)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	DNAJC15
PCAF complex (GO:0000125)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	TRRAP
rDNA heterochromatin (GO:0033553)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	SUV39H1
sarcoglycan complex (GO:0016012)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	SGCG
Sec61 translocon complex (GO:0005784)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	SSR4
slit diaphragm (GO:0036057)	1/5	0.28275339471159894	0.9397534192189908	0	0	3.640077821011673	4.598074077094489	NPHS2
dendrite membrane (GO:0032590)	3/29	0.28538019276100707	0.9397534192189908	0	0	1.6806762995383415	2.107455437378049	KCNC1;GABRA3;GABRE
secretory vesicle (GO:0099503)	3/29	0.28538019276100707	0.9397534192189908	0	0	1.6806762995383415	2.107455437378049	SYT13;SYTL5;SYTL4
dendrite (GO:0030425)	20/270	0.2879259896674407	0.9397534192189908	0	0	1.1667614533965245	1.452678461947906	CHRM2;TMEM185A;FARP1;CDKL5;NLGN4X;MAGEE1;KCNC1;FMR1;GABRA3;SYAP1;HTR2C;HDAC6;SOD1;RBM3;IL1RAPL1;KIF1B;MAPT;GABRE;FGF13;ATP7A
exocytic vesicle (GO:0070382)	3/30	0.3033330919373309	0.9397534192189908	0	0	1.6183424266043127	1.930559138905869	SYT13;SYTL5;SYTL4
phagocytic vesicle (GO:0045335)	8/100	0.3139376822611078	0.9397534192189908	0	0	1.267061305028237	1.467967529942433	ATP6V0A2;RAB9A;TLR7;STX4;ATP7A;RAB9B;ATG5;TAPBP
endocytic vesicle membrane (GO:0030666)	12/158	0.3177401240630913	0.9397534192189908	0	0	1.1979097223715618	1.3734291921447546	CHRM2;SCARB1;ACE2;FZD5;AVPR2;ATP6V0A2;STX4;AP2B1;ATP7A;GRIA3;ATG5;TAPBP
Golgi stack (GO:0005795)	3/31	0.32133254650386217	0.9397534192189908	0	0	1.5604609731655719	1.7715581388502661	GALNT2;OCRL;SORL1
transcription factor TFIID complex (GO:0005669)	3/31	0.32133254650386217	0.9397534192189908	0	0	1.5604609731655719	1.7715581388502661	TAF7L;TAF9B;TAF1
voltage-gated calcium channel complex (GO:0005891)	3/31	0.32133254650386217	0.9397534192189908	0	0	1.5604609731655719	1.7715581388502661	CATSPER3;CACNA1C;CACNA1F
chromocenter (GO:0010369)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	FMR1
collagen type IV trimer (GO:0005587)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	COL4A6
cortical endoplasmic reticulum (GO:0032541)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	EMD
dystroglycan complex (GO:0016011)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	SGCG
membrane attack complex (GO:0005579)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	C8A
myosin filament (GO:0032982)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	MYH8
platelet dense granule membrane (GO:0031088)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	LAMP2
postsynaptic recycling endosome (GO:0098837)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	GRIPAP1
rough endoplasmic reticulum membrane (GO:0030867)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	UBA1
THO complex part of transcription export complex (GO:0000445)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	THOC2
transcription factor TFIIIC complex (GO:0000127)	1/6	0.328883816905585	0.9397534192189908	0	0	2.911906614785992	3.2381878786738665	GTF3C3
smooth endoplasmic reticulum (GO:0005790)	2/19	0.34781338721120597	0.9397534192189908	0	0	1.713120762323621	1.8092083125732574	RPL10;SLMAP
intracellular non-membrane-bounded organelle (GO:0043232)	78/1158	0.34869089432459205	0.9397534192189908	0	0	1.0542770419426049	1.1107540714706974	MDC1;EDA;FMR1;RBPJ;PHF6;HOXA13;GLI2;PHF8;UXT;RPS4X;RPS6KA3;NSDHL;RPS6KA6;NKRF;PDK3;NOS1;UTP14A;IER5;EMD;TSPYL2;PRMT6;TSPYL1;ESCO1;TEX11;KRT1;DDX53;SHROOM2;FAAH2;CASK;LDOC1;ACSL4;KRT77;ZBTB33;CDYL;ZFY;SMC1A;ZFX;CKAP5;SYN1;FRMD5;DKC1;MORF4L2;DCX;MAD1L1;GTF3C3;L3MBTL3;ALOX15;RPL36A;PKMYT1;AKAP4;IRAK1;RAD21;FLNA;CAMTA1;STOM;ZNF300;BCAP31;PDHA1;NAA10;IQSEC1;IDH3G;MCF2;MSN;UPF3B;SRP68;MYO1E;POLA1;DIAPH2;GNL3L;STAG2;PNPLA3;PNPLA4;PIN4;MAGED2;NOL11;NF2;TRIP13;TAF1
Golgi-associated vesicle (GO:0005798)	4/47	0.35779213524475306	0.9397534192189908	0	0	1.3547872147444038	1.3924544842777347	CNGA2;OCRL;ATP7A;PKD1
condensed nuclear chromosome (GO:0000794)	2/20	0.3715747801332437	0.9397534192189908	0	0	1.6178608515057114	1.6016905631038596	SUV39H1;SMC1A
spanning component of membrane (GO:0089717)	2/20	0.3715747801332437	0.9397534192189908	0	0	1.6178608515057114	1.6016905631038596	NLGN3;NLGN4X
U2 snRNP (GO:0005686)	2/20	0.3715747801332437	0.9397534192189908	0	0	1.6178608515057114	1.6016905631038596	RBMX2;HTATSF1
AP-2 adaptor complex (GO:0030122)	1/7	0.37204946963189894	0.9397534192189908	0	0	2.4264591439688714	2.3991091900279247	AP2B1
clathrin coat of endocytic vesicle (GO:0030128)	1/7	0.37204946963189894	0.9397534192189908	0	0	2.4264591439688714	2.3991091900279247	AP2B1
cytoskeleton of presynaptic active zone (GO:0048788)	1/7	0.37204946963189894	0.9397534192189908	0	0	2.4264591439688714	2.3991091900279247	ERC1
integral component of postsynaptic membrane (GO:0099055)	1/7	0.37204946963189894	0.9397534192189908	0	0	2.4264591439688714	2.3991091900279247	NLGN3
lysosomal membrane (GO:0005765)	23/330	0.3749103802763403	0.9397534192189908	0	0	1.0918654462643878	1.071194541713182	SCARB1;ATP6AP2;ATP11C;MAGT1;AP2B1;ATP11A;PLD1;GPR143;CLCN5;CLCN4;RRAGB;RAB37;GNA11;LAMP2;AP1S2;ATP6V0A2;GNB4;TLR8;ATP6V1H;STOM;TLR7;UBA1;ABCD1
cell projection membrane (GO:0031253)	7/92	0.3795670937511355	0.9397534192189908	0	0	1.1994940900519708	1.1619785961144133	ACE2;ARL13A;CNGA2;CASK;DMD;PKD1;SLC28A1
aggresome (GO:0016235)	3/35	0.3930068567259748	0.9397534192189908	0	0	1.3651110678098208	1.274915749832824	KLF8;PRDM16;HDAC6
mitochondrial outer membrane translocase complex (GO:0005742)	2/21	0.3949793953597776	0.9397534192189908	0	0	1.5326282997212657	1.4236916535944326	APOO;APOOL
intermediate filament (GO:0005882)	4/50	0.40239862835096185	0.9397534192189908	0	0	1.266228040425965	1.152662667145151	KRT4;KRT5;KRT76;KRT6C
Golgi membrane (GO:0000139)	32/472	0.4038369786923862	0.9397534192189908	0	0	1.0598231114977525	0.9609882479889615	NOTCH2;NOTCH4;FUT1;PKD1;HS6ST2;APOO;RAB41;C1GALT1C1;AP1S2;ST8SIA5;ATP7A;GALNT9;GALNT8;CSGALNACT1;SLC35A2;CHST7;GALNT2;HUWE1;RAB39B;SORL1;RAB33A;RAB33B;ZDHHC15;TAPBP;HS3ST2;ZDHHC9;SLC9A7;TLR8;RAB9A;TLR7;B4GALT6;MBTPS2
astrocyte projection (GO:0097449)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	SLC1A2
core mediator complex (GO:0070847)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	MED14
ESC/E(Z) complex (GO:0035098)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	RBBP7
neuron to neuron synapse (GO:0098984)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	RS1
NMDA selective glutamate receptor complex (GO:0017146)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	GRIN2A
proton-transporting V-type ATPase, V1 domain (GO:0033180)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	ATP6V1H
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	1/8	0.412440757247363	0.9397534192189908	0	0	2.0797109505280713	1.8419224204805347	ATP6V1H
integral component of mitochondrial outer membrane (GO:0031307)	2/22	0.41797487775792047	0.9397534192189908	0	0	1.455919003115265	1.270047573879219	FUNDC2;FUNDC1
bounding membrane of organelle (GO:0098588)	51/767	0.4219605085691663	0.9397534192189908	0	0	1.0380408477144731	0.8956668510365743	SCARB1;SERPINA1;PKD1;HS6ST2;RAB41;C1GALT1C1;AP1S2;CNGA2;GALNT9;GALNT8;CSGALNACT1;CHST7;ATP6AP1;ATP6AP2;CASK;RAB33A;RAB33B;ZDHHC15;TAPBP;ACE2;F8;SLC9A7;TLR8;TLR7;B4GALT6;NOTCH2;NOTCH4;FUT1;APOO;SNX1;IRAK1;ARL13A;DHRS7C;ATP6V0A2;ST8SIA5;GRIA3;SLC35A2;GALNT2;HUWE1;RAB39B;AP2B1;SORL1;HS3ST2;CLCN5;CLCN4;ZDHHC9;SYCN;FKBP1B;UBA1;RAB9B;MBTPS2
lytic vacuole (GO:0000323)	15/219	0.43848340325605895	0.9397534192189908	0	0	1.0708335261720738	0.8828308357110439	SCARB1;USP4;ATP6AP2;CXCR4;CST7;SNX1;RRAGB;VMA21;RB1CC1;LAMP2;IDS;RAB9A;TLR7;GLA;RAB9B
endoplasmic reticulum tubular network (GO:0071782)	2/23	0.44051706921088046	0.9397534192189908	0	0	1.3865153538050734	1.1366737236198947	EMD;RNF41
intrinsic component of mitochondrial outer membrane (GO:0031306)	2/23	0.44051706921088046	0.9397534192189908	0	0	1.3865153538050734	1.1366737236198947	FUNDC2;FUNDC1
endocytic vesicle (GO:0030139)	13/189	0.44208825823282283	0.9397534192189908	0	0	1.0756355780904092	0.8779829558034463	NLGN3;SCARB1;SH3KBP1;AVPR2;ARRB2;AP2B1;PLD1;AMOT;ACE2;MYO1E;RAB9A;GRIA3;RAB9B
actin-based cell projection (GO:0098858)	6/83	0.44495368685261794	0.9397534192189908	0	0	1.1345576298701299	0.9187478373482358	MYO1E;MYO3A;MSN;DMD;FGF13;MTM1
motile cilium (GO:0031514)	5/68	0.445972361294852	0.9397534192189908	0	0	1.155533251551987	0.9330911351507759	OFD1;DNAH17;ARL13A;AKAP4;PKD1
pseudopodium (GO:0031143)	1/9	0.4502358649174785	0.9397534192189908	0	0	1.8196498054474708	1.4520508649346529	MSN
TORC2 complex (GO:0031932)	1/9	0.4502358649174785	0.9397534192189908	0	0	1.8196498054474708	1.4520508649346529	PRR5
intermediate filament cytoskeleton (GO:0045111)	6/84	0.45648233273437616	0.9397534192189908	0	0	1.119951923076923	0.8782722128383271	PSMD10;KRT4;KRT5;KRT76;HOXA13;KRT6C
autophagosome (GO:0005776)	5/69	0.4587194181647426	0.9397534192189908	0	0	1.137417056986729	0.8864079313440404	MAP1LC3A;LAMP2;TBC1D25;UBQLN4;ATG5
Golgi-associated vesicle membrane (GO:0030660)	2/24	0.4625691725413666	0.9397534192189908	0	0	1.323421127159445	1.0203036550276103	CNGA2;PKD1
pigment granule (GO:0048770)	2/24	0.4625691725413666	0.9397534192189908	0	0	1.323421127159445	1.0203036550276103	GPR143;RAB9A
Golgi lumen (GO:0005796)	7/100	0.4648161440513245	0.9397534192189908	0	0	1.0958410048172715	0.8395384130970007	F8;F9;BGN;GPC3;GPC4;F2;RAB33B
secretory granule lumen (GO:0034774)	21/316	0.47030927809059303	0.9397534192189908	0	0	1.0365083405908755	0.7819053678679488	SERPINA3;ITIH4;SERPINA1;DDX3X;APOOL;IGF2;HUWE1;PYGL;CFP;MMP8;SERPINA4;DNAJC3;F8;PRDX4;TMSB4X;ALOX5;ALB;MAGED2;TIMP1;GLA;DNASE1L1
